,Unnamed: 0,MAF_NAME,BLKID,FULLNAME,TLIDs
184,184,E Kentucky Ave,080310153002007,E Kentucky Ave,"[612840584, 635533950, 612840585, 635534542, 177516638, 612840583]"
185,185,E Kentucky Ave,080310039022012,,[]
186,186,S Colorado Blvd,080310039012025,S Colorado Blvd,[177624674]
187,187,S Colorado Blvd,080310039012013,S Colorado Blvd,"[177624674, 635534311, 639438111, 639438111]"
188,188,S Ash St,080310155003005,S Ash St,[177339272]
189,189,S Ash St,080310155003004,S Ash St,[177339272]
190,190,S Colorado Blvd,080310155003004,S Colorado Blvd,[177339270]
191,191,S Colorado Blvd,080310039022013,S Colorado Blvd,"[177339270, 639438124, 177339184, 639438125, 639438124, 639438125]"
192,192,E Mississippi Ave,080310155002002,E Mississippi Ave,"[177516129, 635996450]"
193,193,E Mississippi Ave,080310039022013,,[]
194,194,S Birch St,080310155002003,S Birch St,[177516128]
195,195,S Birch St,080310039022013,,[]
196,196,E Arkansas Ave,080310155003003,E Arkansas Ave,"[177339271, 177339283, 177339286]"
197,197,E Arkansas Ave,080310155003004,E Arkansas Ave,[177339271]
198,198,S Clermont St,080310155003000,S Clermont St,[632640300]
199,199,S Clermont St,080310155003002,S Clermont St,"[632640300, 177339285, 632640299]"
200,200,S Jackson St,080310039022032,S Jackson St,[177391179]
201,201,S Jackson St,080310039022031,S Jackson St,[177391179]
202,202,S Jackson St,080310040051001,S Jackson St,[177339266]
203,203,S Jackson St,080310040051003,S Jackson St,[177339266]
204,204,S Ash St,080310051041005,S Ash St,[177339279]
205,205,S Ash St,080310051041006,S Ash St,[177339279]
206,206,E 47th Ave,080310015002007,E 47th Ave,[177628029]
207,207,E 47th Ave,080310015002025,E 47th Ave,[177628029]
208,208,Washington St,080310015002004,Washington St,"[177303175, 177303174, 177303177]"
209,209,Washington St,080310015002000,Washington St,[177303175]
210,210,Logan St,080310015002007,Logan St,[177303137]
211,211,Logan St,080310015002004,Logan St,"[177303137, 177396227, 177396227]"
212,212,E Colorado Ave,080310040051004,E Colorado Ave,"[639411260, 177339032, 177339062, 177339060, 177339225]"
213,213,E Colorado Ave,080310040051006,E Colorado Ave,[639411260]
214,214,S Albion St,080310051041009,S Albion St,"[612217588, 612217589]"
215,215,S Albion St,080310051041008,S Albion St,"[612217588, 612217589]"
216,216,E Iowa Ave,080310051041003,E Iowa Ave,[177339299]
217,217,E Iowa Ave,080310051041010,E Iowa Ave,"[177339299, 177340159, 177340158]"
218,218,S Steele St,080310039022032,S Steele St,[606109610]
219,219,S Steele St,080310039023017,S Steele St,[606109610]
220,220,E 50th Ave,080310015001010,E 50th Ave,"[177303099, 617188017, 177303168, 617188017]"
221,221,E 50th Ave,080310015001009,E 50th Ave,[177303168]
222,222,Pearl St,080310015002033,Pearl St,"[177303145, 177303143]"
223,223,Pearl St,080310015002032,Pearl St,[177303145]
224,224,E 48th Ave,080310015002004,E 48th Ave,"[177303144, 177628034, 177630915, 177303142]"
225,225,E 48th Ave,080310015002005,E 48th Ave,[177303144]
226,226,Washington St,080310015002037,Washington St,"[177303179, 177303181, 177303177]"
227,227,E 52nd Ave,080310015002005,E 48th Ave,[177303144]
228,228,E 52nd Ave,080310015001005,E 52nd Ave,[177303164]
229,229,E Louisiana Ave,080310155002004,E Louisiana Ave,"[632640296, 632640297, 612217959]"
230,230,E Louisiana Ave,080310155003001,E Louisiana Ave,"[632640296, 606004083, 612217959]"
231,231,E 47th Ave,080310035001017,E 47th Ave,"[177623951, 177304899, 617187785, 606098597, 617187784, 177623951]"
232,232,Marion St,080310015001003,Marion St,[177622838]
233,233,E 48th Ave,080310035001003,E 48th Ave,"[177303289, 177303287]"
234,234,E 48th Ave,080310035001033,E 48th Ave,[177303289]
235,235,Quieto Ct,080310002022023,Quieto Ct,[177303326]
236,236,Quieto Ct,080310002022022,Quieto Ct,[177303326]
237,237,Quivas St,080310011014003,Quivas St,[177303328]
238,238,Quivas St,080310011014002,Quivas St,[177303328]
239,239,W 44th Ave,080310011014000,W 44th Ave,[177303334]
240,240,W 44th Ave,080310002021007,W 44th Ave,"[177303334, 177303331]"
241,241,W 44th Ave,080310011014001,W 44th Ave,[177303331]
242,242,Pecos St,080310011014002,Pecos St,"[177303332, 177303372]"
243,243,W 41st Ave,080310011013008,W 41st Ave,"[177303353, 177303349]"
244,244,W 40th Ave,080310011013006,W 40th Ave,[177303388]
245,245,W 40th Ave,080310011013007,W 40th Ave,[177303388]
246,246,Quivas St,080310011022003,Quivas St,[177303391]
247,247,Quivas St,080310011022013,Quivas St,[177303509]
248,248,Quivas St,080310011022012,Quivas St,[177303509]
249,249,Shoshone St,080310011022014,Shoshone St,[177303490]
250,250,W 35th Ave,080310011022013,W 35th Ave,[177303501]
251,251,W 43rd Ave,080310011012005,W 43rd Ave,[177303434]
252,252,Navajo St,080310011013000,Navajo St,[177389787]
253,253,Navajo St,080310011011003,Navajo St,"[177389787, 177389788, 177303435]"
254,254,W 41st Ave,080310011011003,W 41st Ave,"[177394003, 177394003]"
255,255,Osage St,080310011013004,Osage St,[177303396]
256,256,Osage St,080310011013014,Osage St,[177303402]
257,257,Osage St,080310011013015,Osage St,[177303402]
258,258,W 45th Ave,080310002021009,W 45th Ave,[177303425]
259,259,W 45th Ave,080310002021005,W 45th Ave,[177303425]
260,260,Kalamath St,080310011011006,Kalamath St,[177303469]
261,261,Kalamath St,080310011011007,Kalamath St,[177303469]
262,262,Lipan St,080310011021004,Lipan St,[177303628]
263,263,Lipan St,080310011021003,Lipan St,[177303628]
264,264,W 40th Ave,080310011011008,W 40th Ave,[177303739]
265,265,W 38th Ave,080310011021000,W 38th Ave,"[606058850, 606101128, 606101130, 177303481, 177303475]"
266,266,W 38th Ave,080310011011010,W 38th Ave,"[177303481, 177303475]"
267,267,Smith Rd,080310041021040,Smith Rd,[177313066]
268,268,Ivy St,080310041024006,Ivy St,[177311733]
269,269,Ivy St,080310041024005,Ivy St,[177311733]
270,270,E 33rd Ave,080310041023003,E 33rd Ave,[177311764]
271,271,E 33rd Ave,080310041023013,E 33rd Ave,[177311764]
272,272,E Martin Luther King Blvd S,080310041046002,E Martin Luther King Blvd S,"[606077768, 606077754]"
273,273,E Martin Luther King Blvd S,080310041046013,E Martin Luther King Blvd S,[606077768]
274,274,E 29th Ave,080310041046019,E 29th Ave,[177311798]
275,275,E 29th Ave,080310041045004,E 29th Ave,[177311798]
276,276,Kearney St,080310041045004,Kearney St,[177311799]
277,277,Kearney St,080310041045003,Kearney St,[177311799]
278,278,E Martin Luther King Blvd S,080310041046005,E Martin Luther King Blvd S,[606077779]
279,279,Locust St,080310041024014,Locust St,[177311809]
280,280,Locust St,080310041024015,Locust St,[177311809]
281,281,E 35th Ave,080310041024014,E 35th Ave,[177311816]
282,282,E 35th Ave,080310041023001,E 35th Ave,[177311816]
283,283,E 33rd Ave,080310041022006,E 33rd Ave,[177311854]
284,284,E 33rd Ave,080310041022010,E 33rd Ave,[177311854]
285,285,Niagara St,080310041021055,Niagara St,[177311841]
286,286,Niagara St,080310041021056,Niagara St,[177311841]
287,287,E 36th Ave,080310041021059,E 36th Ave,[177313132]
288,288,E 36th Ave,080310041021064,E 36th Ave,[177313132]
289,289,E 30th Ave,080310041041008,E 30th Ave,[177311884]
290,290,E 30th Ave,080310041041021,E 30th Ave,[177311884]
291,291,E Martin Luther King Blvd S,080310041041004,E Martin Luther King Blvd S,"[606077611, 606072051]"
292,292,E Martin Luther King Blvd S,080310041041008,E Martin Luther King Blvd S,[606077611]
293,293,Locust St,080310041046008,Locust St,[177311866]
294,294,E 28th Ave,080310041045001,E 28th Ave,[177312334]
295,295,E 28th Ave,080310041045014,E 28th Ave,[177312334]
296,296,E 29th Ave,080310041041022,E 29th Ave,[177311893]
297,297,E 29th Ave,080310041042007,E 29th Ave,[177311893]
298,298,Magnolia St,080310041041022,Magnolia St,[177311885]
299,299,Magnolia St,080310041041021,Magnolia St,[177311885]
300,300,E 29th Ave,080310041042006,E 29th Ave,[177311894]
301,301,E 26th Ave,080310041042012,E 26th Ave,[177313239]
302,302,E 26th Ave,080310041043004,E 26th Ave,[177313239]
303,303,Dahlia St,080310041034000,Dahlia St,[177311908]
304,304,Dahlia St,080310041033007,Dahlia St,[177311908]
305,305,E 23rd Ave,080310041034015,E 23rd Ave,[177311920]
306,306,E 23rd Ave,080310042016000,E 23rd Ave,[177311920]
307,307,E 22nd Ave,080310042016000,E 22nd Ave,[177311957]
308,308,E 22nd Ave,080310042016015,E 22nd Ave,[177311957]
309,309,Dexter St,080310042016014,Dexter St,[177311941]
310,310,Dahlia St,080310042016015,Dahlia St,[177311958]
311,311,Dahlia St,080310042011008,Dahlia St,[177311958]
312,312,E 23rd Ave,080310041033010,E 23rd Ave,[177311991]
313,313,E 23rd Ave,080310042011005,E 23rd Ave,[177311991]
314,314,Elm St,080310042011009,Elm St,[177311966]
315,315,Dahlia St,080310042015010,Dahlia St,"[177311954, 177311956]"
316,316,Dahlia St,080310042012009,Dahlia St,"[177311954, 177311953]"
317,317,E 17th Ave,080310042015010,E 17th Ave,[177312061]
318,318,E 17th Ave,080310042014000,E 17th Ave,"[177312061, 177312064]"
319,319,Elm St,080310042013007,Elm St,[177312090]
320,320,Elm St,080310042013006,Elm St,[177312090]
321,321,Montview Blvd,080310042011011,Montview Blvd,"[177312027, 177312030]"
322,322,Montview Blvd,080310042012005,Montview Blvd,"[177312027, 177312026]"
323,323,Fairfax St,080310042012006,Fairfax St,[177311969]
324,324,Fairfax St,080310042012005,Fairfax St,[177311969]
325,325,Montview Blvd,080310042011010,Montview Blvd,"[177312026, 177311968]"
326,326,Forest Pkwy,080310042012011,Forest Pkwy,[177312035]
327,327,Forest Pkwy,080310042012012,Forest Pkwy,"[177312035, 177312037, 177312041]"
328,328,E 17th Ave,080310042012012,E 17th Ave,[177312173]
329,329,E 17th Ave,080310042013004,E 17th Ave,"[177312173, 177312176]"
330,330,Filbert Ct,080310042013005,Filbert Ct,[177312167]
331,331,Filbert Ct,080310042013004,Filbert Ct,[177312167]
332,332,S Sheridan Blvd,080310119023001,S Sheridan Blvd,"[639420034, 639420029, 635885567, 177329064, 639420034, 639420029]"
333,333,W Hampden Ave,080310055021051,W Hampden Ave,"[634566378, 634566373]"
334,334,S Benton Way,080310120012000,S Benton Way,[177329080]
335,335,S Sheridan Blvd,080310055021049,S Sheridan Blvd,"[606004250, 177329096, 177329124]"
336,336,S Sheridan Blvd,080310120012002,S Sheridan Blvd,[177329096]
337,337,W Princeton Ave,080310055021022,W Princeton Ave,[177329202]
338,338,S Wolff St,080310055021019,S Wolff St,[177329204]
339,339,S Wolff St,080310055021022,S Wolff St,[177329204]
340,340,W Union Ave,080310055033016,W Union Ave,[177329177]
341,341,W Union Ave,080310055033018,W Union Ave,"[177329177, 177329183, 177329257, 177631411, 177329184]"
342,342,W Union Ave,080310055033015,W Union Ave,[177329183]
343,343,W Quincy Ave,080310055033002,W Quincy Ave,"[177329149, 177329142]"
344,344,W Quincy Ave,080310055021018,W Quincy Ave,"[177329149, 177630528, 177386163, 177329240]"
345,345,S Sheridan Blvd,080310055033018,S Sheridan Blvd,"[177629537, 177629538]"
346,346,S Sheridan Blvd,080310055021018,S Sheridan Blvd,[635533981]
347,347,W Stanford Ave,080310055033007,W Stanford Ave,"[177329158, 177329159, 177631413]"
348,348,W Stanford Ave,080310055033020,W Stanford Ave,[177329158]
349,349,S Zenobia St,080310055033020,S Zenobia St,[177329155]
350,350,S Zenobia St,080310055033003,S Zenobia St,"[177329155, 177329143, 177329141]"
351,351,S Xavier St,080310055033006,S Xavier St,[177329222]
352,352,S Xavier St,080310055033005,S Xavier St,"[177329222, 177329160]"
353,353,S Utica St,080310055033000,S Utica St,"[177329243, 177329239]"
354,354,W Quincy Ave,080310055033000,W Quincy Ave,"[177630528, 177386163]"
355,355,S Vrain St,080310055033001,S Vrain St,[177329241]
356,356,S Yates St,080310055033015,S Yates St,[177329180]
357,357,S Yates St,080310055033016,S Yates St,[177329180]
358,358,W Stanford Ave,080310055033008,W Stanford Ave,"[177387655, 177387656]"
359,359,W Stanford Ave,080310055033009,W Stanford Ave,[177387655]
360,360,S Utica St,080310055032016,S Utica St,"[177329268, 177329251]"
361,361,S Utica St,080310055033010,S Utica St,[177329268]
362,362,S Utica St,080310055032015,S Utica St,[177329246]
363,363,S Utica St,080310055033011,S Utica St,"[177329246, 177329251]"
364,364,W Tufts Ave,080310055032018,W Tufts Ave,"[606004076, 606004074, 606004075, 606004076]"
365,365,W Tufts Ave,080310055032016,W Tufts Ave,"[606004074, 606004075, 177329270]"
366,366,W Radcliff Ave,080310055032011,W Radcliff Ave,"[177329299, 177387659, 177387658]"
367,367,W Radcliff Ave,080310055032012,W Radcliff Ave,[177329299]
368,368,W Tufts Ave,080310055032013,W Tufts Ave,[177329306]
369,369,W Tufts Ave,080310055032014,W Tufts Ave,"[177329306, 177329304]"
370,370,S Raleigh St,080310055032019,S Raleigh St,[177370695]
371,371,S Raleigh St,080310055032018,S Raleigh St,[177370695]
372,372,W Union Ave,080310055034000,W Union Ave,"[177329951, 177329952, 177363249, 617187469, 177329950]"
373,373,W Union Ave,080310055032009,W Union Ave,"[177329951, 177363249, 177329950]"
374,374,W Monmouth Ave,080310055034010,W Monmouth Ave,[177329313]
375,375,W Monmouth Ave,080310055034011,W Monmouth Ave,[177329313]
376,376,S Meade St,080310055034004,S Meade St,[177329963]
377,377,S Meade St,080310055034005,S Meade St,[177329963]
378,378,W Warren Ave,080310046034012,W Warren Ave,"[177329345, 177329347]"
379,379,W Warren Ave,080310046034001,W Warren Ave,[177329345]
380,380,W Wesley Ave,080310046034017,W Wesley Ave,"[177329379, 177329388, 177329408, 177329380, 177329407]"
381,381,W Wesley Ave,080310046034012,W Wesley Ave,[177329379]
382,382,W Warren Ave,080310046034013,W Warren Ave,[177329354]
383,383,W Warren Ave,080310046034000,W Warren Ave,"[177329354, 177329359, 177329347, 177329356, 177329403]"
384,384,W Vassar Ave,080310046033012,W Vassar Ave,[177329366]
385,385,W Vassar Ave,080310046033005,W Vassar Ave,[177329366]
386,386,W Harvard Ave,080310046033002,W Harvard Ave,[177329389]
387,387,W Harvard Ave,080310046034017,W Harvard Ave,"[177329389, 177329428, 177329370, 177329430, 177329381]"
388,388,W Yale Ave,080310157001009,W Yale Ave,[177329377]
389,389,S Linley Ct,080310046033014,S Linley Ct,[177329385]
